country,speciescode,speciesname,group,AnnexV,wild_takings,measures_access,measures_prohibitions,measures_periods,measures_rules,measures_licences,measures_trading_legislation,measures_conservation_propagation,measures_other,measures_other_info,huntingbag_unit,huntingbag_y1_min,huntingbag_y1_max,huntingbag_y1_unknown,huntingbag_y2_min,huntingbag_y2_max,huntingbag_y2_unknown,huntingbag_y3_min,huntingbag_y3_max,huntingbag_y3_unknown,huntingbag_y4_min,huntingbag_y4_max,huntingbag_y4_unknown,huntingbag_y5_min,huntingbag_y5_max,huntingbag_y5_unknown,huntingbag_y6_min,huntingbag_y6_max,huntingbag_y6_unknown,huntingbag_method,annexV_info
IT,5365,Hypsugo savii,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
IT,6208,Speleomantes supramontis,Amphibians,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
LT,1058,Maculinea arion,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
LT,1213,Rana temporaria,Amphibians,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
LT,1220,Emys orbicularis,Reptiles,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
LT,2484,Eudontomyzon mariae,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
LU,1320,Myotis brandtii,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
LV,1032,Unio crassus,Molluscs,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
LV,1096,Lampetra planeri,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
LV,1197,Pelobates fuscus,Amphibians,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
LV,1308,Barbastella barbastellus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
LV,1309,Pipistrellus pipistrellus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
LV,1358,Mustela putorius,Mammals,Y,Yes,No,No,Yes,No,No,No,No,No,,i,405,405,No,734,734,No,543,543,No,507,507,No,356,356,No,309,309,No,completeSurvey,
LV,1381,Dicranum viride,Non-vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
MT,1152,Aphanius fasciatus,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
MT,1274,Chalcides ocellatus,Reptiles,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
MT,1303,Rhinolophus hipposideros,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
MT,5005,Myotis punicus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
NL,1166,Triturus cristatus,Amphibians,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
NL,1318,Myotis dasycneme,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
NL,1324,Myotis myotis,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
NL,1327,Eptesicus serotinus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
NL,1903,Liparis loeselii,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
NL,2637,Cystophora cristata,Mammals,Y-HTL,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
NL,5033,Hyperoodon ampullatus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PL,1032,Unio crassus,Molluscs,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PL,1095,Petromyzon marinus,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PL,1096,Lampetra planeri,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PL,1304,Rhinolophus ferrumequinum,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PL,1309,Pipistrellus pipistrellus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PL,1335,Spermophilus citellus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PL,1358,Mustela putorius,Mammals,Y,Yes,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PL,4042,Polyommatus eroides,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PL,4069,Campanula bohemica,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PL,4094,Gentianella bohemica,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PL,6948,Pontechium maculatum subsp. maculatum,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1003,Discula testudinalis,Molluscs,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1192,Alytes cisternasii,Amphibians,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1198,Pelobates cultripes,Amphibians,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1331,Nyctalus leisleri,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1378,Cladonia (Cladina) subsp.,Non-vascular plants,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1382,Thamnobryum fernandesii,Non-vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1413,Lycopodium spp.,Vascular plants,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1420,Culcita macrocarpa,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1427,Marsilea batardae,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1428,Marsilea quadrifolia,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1512,Sinapidendron rupestre,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1554,Anthyllis lusitanica,Vascular plants,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1612,Melanoselinum decipiens,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1614,Apium repens,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1622,Sanicula azorica,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1664,Convolvulus fernandesii,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1719,Linaria ficalhoana,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1724,Anarrhinum longipedicellatum,Vascular plants,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1731,Verbascum litigiosum,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1743,Plantago almogravensis,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1744,Plantago malato-belizii,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1813,Leuzea rhaponticoides,Vascular plants,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1886,Avenula hackelii,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1895,Deschampsia maderensis,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,2017,Pipistrellus maderensis,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,5303,Cobitis calderoni,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,5365,Hypsugo savii,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,6155,Achondrostoma arcasii,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
RO,1066,Apatura metis,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
RO,1276,Ablepharus kitaibelii,Reptiles,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
RO,1313,Eptesicus nilssonii,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
RO,1379,Mannia triandra,Non-vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
RO,1413,Lycopodium spp.,Vascular plants,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
RO,1939,Agrimonia pilosa,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
RO,2021,Sicista subtilis,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
RO,2487,Acipenser ruthenus,Fish,Y-HTL,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
RO,4097,Iris aphylla subsp. hungarica,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
RO,5085,Barbus barbus,Fish,Y-HTL,Yes,No,Yes,No,No,Yes,No,No,No,,i,22560,22560,No,22660,22660,No,22560,22560,No,27640,27640,No,27000,27000,No,29120,29120,No,estimatePartial,
SE,1016,Vertigo moulinsiana,Molluscs,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SE,1091,Astacus astacus,Arthropods,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SE,1317,Pipistrellus nathusii,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SE,1327,Eptesicus serotinus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SE,1409,Sphagnum spp.,Non-vascular plants,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SE,1926,Stephanopachys linearis,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SE,1959,Gymnigritella runei,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SE,1968,Primula nutans,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SE,5107,Lycopodium zeilleri,Vascular plants,Y-HTL,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SE,6288,Jacobaea vulgaris subsp. gotlandica,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,1033,Unio elongatulus,Molluscs,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,1037,Ophiogomphus cecilia,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,1042,Leucorrhinia pectoralis,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,1059,Maculinea teleius,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,1107,Salmo marmoratus,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,1167,Triturus carnifex,Amphibians,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,1303,Rhinolophus hipposideros,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,1329,Plecotus austriacus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,1334,Lepus timidus,Mammals,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,1354,Ursus arctos,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,1355,Lutra lutra,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,1604,Eryngium alpinum,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,4071,Campanula zoysii,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,4078,Moehringia villosa,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,5261,Barbus balcanicus,Fish,Y-CTC,Yes,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,5331,Telestes muticellus,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SK,1067,Lopinga achine,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SK,1074,Eriogaster catax,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SK,1214,Rana arvalis,Amphibians,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SK,1312,Nyctalus noctula,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SK,1320,Myotis brandtii,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SK,1321,Myotis emarginatus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SK,1689,Dracocephalum austriacum,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SK,2159,Daphne arbuscula,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SK,2203,Onosma tornensis,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SK,4063,Sadleriana pannonica,Molluscs,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SK,4096,Gladiolus palustris,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SK,5009,Pipistrellus pygmaeus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SK,5037,Lacerta vivipara pannonica,Reptiles,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SK,5264,Barbus carpathicus,Fish,Y-CTC,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SK,6216,Hamatocaulis vernicosus,Non-vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
UK,1029,Margaritifera margaritifera,Molluscs,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
UK,1094,Macrothele calpeiana,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
UK,1227,Chelonia mydas,Reptiles,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
UK,1308,Barbastella barbastellus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
UK,1322,Myotis nattereri,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
UK,1323,Myotis bechsteinii,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
UK,1349,Tursiops truncatus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
UK,1363,Felis silvestris,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
UK,2038,Mesoplodon bidens,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
UK,5029,Delphinapterus leucas,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,1029,Margaritifera margaritifera,Molluscs,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,1197,Pelobates fuscus,Amphibians,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,1213,Rana temporaria,Amphibians,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,1220,Emys orbicularis,Reptiles,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,1322,Myotis nattereri,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,1343,Sicista betulina,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,1352,Canis lupus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,1353,Canis aureus,Mammals,Y,Yes,No,Yes,Yes,No,No,No,No,No,,i,,,Yes,,,Yes,,,Yes,,,Yes,,,Yes,1,,No,absentData,"In 2018, the shooting of a single individual was confirmed in the municipality of Pucking in the continental region of Upper Austria."
AT,1381,Dicranum viride,Non-vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,4011,Bolbelasmus unicornis,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,4091,Crambe tataria,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,5012,Plecotus macrobullaris,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,6091,Zamenis longissimus,Reptiles,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,6147,Telestes souffia,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,6169,Euphydryas maturna,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,6182,Sympecma paedisca,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,6216,Hamatocaulis vernicosus,Non-vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,6353,Coregonus lavaretus Complex,Fish,Y-HTL,Yes,No,No,Yes,Yes,Yes,No,Yes,No,,i,,,Yes,,,Yes,,,Yes,,,Yes,,,Yes,,,Yes,absentData,
BE,1014,Vertigo angustior,Molluscs,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BE,1060,Lycaena dispar,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BE,1086,Cucujus cinnaberinus,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BE,1109,Thymallus thymallus,Fish,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BE,1283,Coronella austriaca,Reptiles,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BE,1326,Plecotus auritus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BE,1341,Muscardinus avellanarius,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BE,1357,Martes martes,Mammals,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BE,4038,Lycaena helle,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BE,5339,Rhodeus amarus,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BE,6965,Cottus gobio all others,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BG,1188,Bombina bombina,Amphibians,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BG,1203,Hyla arborea,Amphibians,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BG,1251,Lacerta trilineata,Reptiles,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BG,1269,Ophisaurus apodus,Reptiles,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BG,1330,Myotis mystacinus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BG,1351,Phocoena phocoena,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BG,1353,Canis aureus,Mammals,Y,Yes,No,No,No,No,No,No,No,No,,i,29135,29135,No,28040,28040,No,26508,26508,No,29491,29491,No,29058,29058,No,31513,31513,No,completeSurvey,"Executive Forest Agency, Taxation and Use of Mammals and Birds – Hunting species, 2013 – 2018, http://www.iag.bg"
BG,1739,Ramonda serbica,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BG,2609,Mesocricetus newtoni,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BG,6095,Zamenis situla,Reptiles,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CY,1349,Tursiops truncatus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CY,2016,Pipistrellus kuhlii,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CY,2209,Phlomis brevibracteata,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CY,2296,Scilla morrisii,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CY,2362,Hyla savignyi,Amphibians,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CY,4082,Crepis pusilla,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CZ,1313,Eptesicus nilssonii,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CZ,1331,Nyctalus leisleri,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CZ,1379,Mannia triandra,Non-vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CZ,1413,Lycopodium spp.,Vascular plants,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CZ,2487,Acipenser ruthenus,Fish,Y-HTL,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CZ,4104,Himantoglossum adriaticum,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CZ,5009,Pipistrellus pygmaeus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CZ,5328,Romanogobio belingi,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,1029,Margaritifera margaritifera,Molluscs,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,1088,Cerambyx cerdo,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,1160,Zingel streber,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,1197,Pelobates fuscus,Amphibians,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,1213,Rana temporaria,Amphibians,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,1308,Barbastella barbastellus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,1322,Myotis nattereri,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,1343,Sicista betulina,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,1363,Felis silvestris,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,1381,Dicranum viride,Non-vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,1927,Stephanopachys substriatus,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,2522,Pelecus cultratus,Fish,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
