country,region,habitatcode,habitatname,priority,range_surface_area,range_trend,complementary_favourable_range,complementary_favourable_range_q,coverage_surface_area,coverage_surface_area_min,coverage_surface_area_max,coverage_trend,complementary_favourable_area,complementary_favourable_area_q,method_range,conclusion_range,method_area,conclusion_area,method_structure,conclusion_structure,method_future,conclusion_future,method_assessment,conclusion_assessment,conclusion_assessment_trend,conclusion_assessment_prev,conclusion_assessment_trend_prev,conclusion_assessment_change,conclusion_assessment_trend_change,target1,future_range,future_area,future_structure,backcasted_2007,hab_condition_trend,hab_condition_good_best,hab_condition_good_min,hab_condition_good_max,hab_condition_notgood_best,hab_condition_notgood_min,hab_condition_notgood_max,hab_condition_unknown_best,hab_condition_unknown_min,hab_condition_unknown_max,use_for_statistics
EU28,ATL,9190,Old acidophilous oak woods with Quercus robur on sandy plains,N,164464.01,S,154782.01,aeq,422.18,361.41,486.83,S,422.18,mt,0EQ,FV,2XA,U1,0EQ,U2,2XA,U2,MTX,U2,S,U2,S,nc,nc,C,,,,U1,Unk,217.55,132.55,302.54,170.23,129.51,210.94,36.4,31.86,40.93,Yes
EU28,ALP,91G0,Pannonic woods with Quercus petraea and Carpinus betulus,Y,27560,S,27560,aeq,159,159,159,S,159,aeq,0EQ,FV,0EQ,FV,2GD,U1,2GD,U1,MTX,U1,S,U1,S,nc,nc,D,,,,U1,S,118,118,118,3,3,3,38,38,38,Yes
EU28,PAN,91G0,Pannonic woods with Quercus petraea and Carpinus betulus,Y,42976,S,42976,aeq,1125,1025,1225,S,1125,aeq,0EQ,FV,1,FV,1,U2,2XA,U1,MTX,U2,S,U1,S,nong,nc,D,,,,U1,Unk,498,435,560,451,431,471,176,459,194,Yes
EU28,BLS,91G0,Pannonic woods with Quercus petraea and Carpinus betulus,Y,9200,S,9200,aeq,223,,,S,223,aeq,0MS,FV,0MS,FV,2GD,U1,2GD,U1,MTX,U1,S,U1,S,nc,nc,D,,,,U1,,223,223,223,,,,,,,Yes
EU28,CON,91G0,Pannonic woods with Quercus petraea and Carpinus betulus,Y,98231,S,98231,aeq,1732,1707,1757,S,1732,aeq,0EQ,FV,1,FV,2GD,U1,2GD,U1,MTX,U1,I,U1,S,nc,nc,B1,,,,U1,,,,,,,,,,,Yes
EU28,CON,91S0,Western Pontic beech forests,Y,4600,S,4600,,47.63,,,S,47.63,,0MS,FV,0MS,FV,2GD,U1,2GD,U1,MTX,U1,I,U1,S,nc,nong,B1,,,poor,U1,,,,,,,,,,,Yes
EU28,BLS,91S0,Western Pontic beech forests,Y,5500,S,5500,,220.39,,,S,220.39,,0MS,FV,0MS,FV,2GD,U1,2GD,U1,MTX,U1,I,U1,S,nc,nc,B1,,,,U1,,,,,,,,,,,Yes
EU28,CON,91V0,Dacian Beech forests (Symphyto-Fagion),N,40000,S,,aeq,1677,,,S,,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,FV,S,,,A=,good,good,good,FV,S,,1628,1628,,49,49,,,,Yes
EU28,ALP,91V0,Dacian Beech forests (Symphyto-Fagion),N,62100,S,,aeq,13787,,,S,,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,FV,S,,,A=,good,good,good,FV,S,,13208,13208,,579,579,,,,Yes
EU28,CON,91W0,Moesian beech forests,N,49500,S,49500,,,,,S,1105.16,,0MS,XX,0MS,FV,2GD,U1,2GD,U1,MTX,U1,S,U1,S,nc,nc,D,,,,U1,S,,1105.16,1105.16,,,,,,,Yes
EU28,ALP,91W0,Moesian beech forests,N,25500,S,25500,,1018.76,,,S,1018.76,,0MS,XX,0MS,FV,2GD,U1,2GD,U1,MTX,U1,S,U1,S,nc,nc,D,,,,U1,,,,,,,,,,,Yes
EU28,MED,92C0,Platanus orientalis and Liquidambar orientalis woods (Platanion orientalis),N,11588,S,12098,lt,596,594,599,S,599,lt,1,U1,1,FV,1,FV,2XA,FV,MTX,U1,S,FV,S,nong,nc,D,good,good,good,FV,S,524,524,524,15,15,15,57,55,60,Yes
EU28,ALP,92C0,Platanus orientalis and Liquidambar orientalis woods (Platanion orientalis),N,1900,S,1900,aeq,0.2,,,S,0.2,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,U1,MTX,U1,S,U1,S,nc,nc,D,poor,poor,poor,U1,S,0.2,0.2,0.2,,,,,,,Yes
EU28,CON,92C0,Platanus orientalis and Liquidambar orientalis woods (Platanion orientalis),N,3900,S,3900,aeq,4.6,,,S,4.6,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,U1,MTX,U1,S,U1,S,nc,nc,D,poor,poor,poor,U1,S,4.6,4.6,4.6,,,,,,,Yes
EU28,MED,9410,Acidophilous Picea forests of the montane to alpine levels (Vaccinio-Piceetea),N,184,S,,aeq,80.2,,,S,,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,FV,,nc,nc,A=,good,good,good,FV,S,,72.18,72.18,,,,,8.02,8.02,Yes
EU28,CON,9410,Acidophilous Picea forests of the montane to alpine levels (Vaccinio-Piceetea),N,137795,S,137795,aeq,1170.85,1099.26,1242.44,S,1170.85,aeq,2XA,FV,2XA,U1,2XA,U1,2XA,U1,MTX,U1,D,U1,I,nc,nong,C,good,poor,poor,U1,D,,,,,,,,,,Yes
EU28,ALP,9410,Acidophilous Picea forests of the montane to alpine levels (Vaccinio-Piceetea),N,198311.28,I,198311.28,aeq,16411.15,14990.8,17831.51,D,16411.15,aeq,1,FV,1,U1,2XA,U1,2XA,U1,MTX,U1,D,U1,D,nong,nc,C,good,good,poor,U1,S,,,,,,,,,,Yes
EU28,ALP,9430,Subalpine and montane Pinus uncinata forests (* if on gypsum or limestone),N,57136,S,57136,aeq,1420.02,794.92,2045.12,I,1420.02,mt,2XA,FV,2XA,FV,2XA,U2,2XA,U1,MTX,U2,S,U1,D,nong,nong,C,good,good,poor,U1,Unk,,,,,,,,,,Yes
EU28,MED,9430,Subalpine and montane Pinus uncinata forests (* if on gypsum or limestone),N,15000,S,,x,95,28,162,S,,x,2XA,FV,2XA,FV,2XA,FV,2XA,FV,MTX,FV,S,U2,D,nong,nong,A=,good,good,poor,U2,Unk,78.74,11.74,11.74,,,,94.26,27.26,161.26,Yes
EU28,CON,9430,Subalpine and montane Pinus uncinata forests (* if on gypsum or limestone),N,800,I,,x,0.92,0.68,1.16,S,,x,2XA,XX,2XA,XX,2XA,FV,2XA,XX,MTX,XX,,FV,S,nc,nc,E,unknown,unknown,unknown,FV,Unk,0.68,0.68,0.68,,,,,,,Yes
EU28,MMED,1110,Sandbanks which are slightly covered by sea water all the time,N,121278,S,123758,lt,9312.93,8312.93,,S,9312.93,,1,U1,1,FV,2XA,U1,2XA,U1,MTX,U1,D,U1,I,nc,nong,C,,,,U1,,,,,,,,,,,Yes
EU28,MBLS,1110,Sandbanks which are slightly covered by sea water all the time,N,10100,Unk,,x,3881,,,S,,x,2XA,FV,2XA,FV,2XA,FV,0EQ,U1,MTX,U1,S,U1,D,nc,nong,D,,,,U1,Unk,,2340,,,660,,0,331,0,Yes
EU28,MBAL,1110,Sandbanks which are slightly covered by sea water all the time,N,155924,S,155924,aeq,12090.5,12086.83,12282.17,S,12090.5,aeq,1,FV,1,FV,2XA,U1,2XA,U2,MTX,U2,D,U1,D,nong,nc,C,,,,U1,S,2048.69,1776.29,2321.09,697.11,424.71,969.51,9344.7,9271.7,9417.7,Yes
EU28,MATL,1110,Sandbanks which are slightly covered by sea water all the time,N,238146,S,238146,aeq,63440.17,,,S,,,1,FV,2XA,XX,1,U2,2XA,U2,MTX,U2,I,U2,I,nc,nc,B1,,,,U2,D,18912.96,,,22727.07,,,21801.25,,,Yes
EU28,MMAC,1110,Sandbanks which are slightly covered by sea water all the time,N,9500,Unk,9500,mt,,85.05,,,85.05,mt,2XA,XX,2XA,XX,2XA,XX,2XA,XX,MTX,XX,Unk,U1,I,nong,nong,D,,,,U1,Unk,,,,,,,85.05,,,Yes
EU28,MED,2120,Shifting dunes along the shoreline with Ammophila arenaria ("white dunes"),N,56705.71,S,59425,mt,,,,D,66.52,mmt,1,U1,2GD,U2,2GD,U2,2GD,U2,MTX,U2,D,U2,S,nc,nong,C,bad,bad,bad,U2,D,,,,,,,,,,Yes
EU28,ATL,2120,Shifting dunes along the shoreline with Ammophila arenaria ("white dunes"),N,82094.86,S,82094.86,aeq,232.32,182.21,282.44,S,232.32,mt,0EQ,FV,1,U1,2XA,U1,2XA,U1,MTX,U1,S,U1,S,nc,nc,D,good,poor,poor,U1,Unk,74.91,58.71,91.11,43.66,30.65,56.68,91.56,65.45,117.76,Yes
EU28,MAC,2120,Shifting dunes along the shoreline with Ammophila arenaria ("white dunes"),N,271,S,271,aeq,27.29,27.29,27.29,S,27.29,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,FV,,nc,nong,A=,good,good,good,FV,S,25.49,25.49,25.49,1.8,1.8,1.8,0,0,0,Yes
EU28,BOR,2120,Shifting dunes along the shoreline with Ammophila arenaria ("white dunes"),N,36637.5,S,36637.5,aeq,21.82,21.82,21.82,S,28.02,mt,0EQ,FV,1,U2,2XA,XX,2XA,U1,MTX,U2,D,U2,D,nc,nc,C,good,bad,unknown,U2,D,12.2,11.6,12.8,5.85,5.75,5.95,1,1,1,Yes
EU28,BLS,2120,Shifting dunes along the shoreline with Ammophila arenaria ("white dunes"),N,3200,S,3200,aeq,1.86,1.86,1.86,Unk,1.86,aeq,0MS,FV,0MS,XX,0MS,XX,0MS,U1,MTX,U1,Unk,U1,S,nc,nong,D,good,unknown,unknown,U1,Unk,0,0,0,0,0,0,1.86,1.86,1.86,Yes
EU28,CON,2120,Shifting dunes along the shoreline with Ammophila arenaria ("white dunes"),N,26420,D,26901,mt,30.97,25.05,36.89,D,35.57,mmt,1,U1,1,U2,2XA,U2,2XA,U2,MTX,U2,D,U2,S,nc,nong,C,poor,bad,bad,U2,D,14.02,12.79,15.25,12.7,11.47,13.93,0.13,0.13,0.13,Yes
EU28,BOR,2190,Humid dune slacks,N,9672.5,S,9672.5,aeq,18.03,17.83,18.23,Unk,18.43,mt,0EQ,FV,1,U1,2XA,U1,2XA,U1,MTX,U1,Unk,U1,S,nc,nong,D,good,poor,poor,U1,Unk,14.27,14.07,14.46,3.35,3.35,3.35,0.42,0.39,0.44,Yes
EU28,BLS,2190,Humid dune slacks,N,1800,I,1800,aeq,,,,Unk,,,0EQ,FV,2GD,XX,2GD,XX,2GD,U1,MTX,U1,Unk,U1,S,nc,nong,D,good,unknown,unknown,U1,Unk,,,,,,,,,,Yes
EU28,MED,2190,Humid dune slacks,N,11005.71,S,11005.71,aeq,,,,D,,,1,FV,2GD,U2,2GD,U2,2GD,U2,MTX,U2,D,U2,D,nc,nc,C,good,bad,bad,U2,D,,,,,,,,,,Yes
EU28,CON,2190,Humid dune slacks,N,5732,D,5732,mt,29.72,29.49,29.95,S,30.02,mt,1,U1,1,U1,2XA,U2,2XA,U2,MTX,U2,D,U2,S,nc,nong,C,poor,poor,bad,U2,D,13.98,10.72,17.24,15.75,12.49,19,0,0,0,Yes
EU28,ATL,2190,Humid dune slacks,N,52827.68,D,52927.68,mt,140.02,132.52,147.58,D,141.97,mt,1,U1,1,U1,2XA,U2,2XA,U2,MTX,U2,D,U1,S,nong,nong,C,poor,poor,bad,U2,D,63.36,50.57,76.14,45.08,32.08,58.09,4.08,3.89,4.27,Yes
EU28,CON,2260,Cisto-Lavenduletalia dune sclerophyllous scrubs,N,700,S,700,mmt,0.46,0.46,0.46,I,0.46,mt,0MS,U2,0MS,U1,0MS,U2,0MS,U2,MTX,U2,S,U2,S,nc,nc,D,bad,poor,bad,U2,S,,,,,,,,,,Yes
EU28,ATL,2260,Cisto-Lavenduletalia dune sclerophyllous scrubs,N,5100,Unk,5310,lt,27.92,5.42,50.42,D,27.92,mt,1,U1,1,U1,0EQ,U1,0EQ,U1,MTX,U1,Unk,U1,S,nc,nong,D,good,poor,,U1,Unk,,,,,,,,,,Yes
EU28,MED,2260,Cisto-Lavenduletalia dune sclerophyllous scrubs,N,64725.71,S,64725.71,mt,,,,D,,x,1,U1,2GD,U2,2GD,U2,2GD,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,D,,,,,,,,,,Yes
EU28,MED,5140,Cistus palhinhae formations on maritime wet heaths,Y,1800,S,1800,x,,,,S,,mt,0MS,FV,0MS,FV,0MS,U1,0MS,U1,MTX,U1,S,U1,D,nc,nong,D,,,,U1,S,,,,,,,,,,Yes
EU28,MED,5410,West Mediterranean clifftop phryganas (Astragalo-Plantaginetum subulatae),N,4385,D,4385,mt,27.13,26.45,27.83,D,27.14,mt,2XA,FV,2XA,FV,2XA,U2,2XA,U2,MTX,U2,D,U1,S,nong,gen,C,good,poor,bad,U1,D,,,,,,,,,,Yes
EU28,ALP,6140,Siliceous Pyrenean Festuca eskia grasslands,N,15700,S,15700,aeq,1105.61,,,S,1105.61,aeq,0EQ,FV,0EQ,FV,2XA,XX,0EQ,FV,MTX,FV,S,U1,Unk,nong,nong,A=,,,,U1,,,,,,,,,,,Yes
EU28,BLS,62C0,Ponto-Sarmatic steppes,Y,5400,Unk,5400,,60.15,,,S,60.15,,0MS,XX,0MS,FV,0MS,XX,0MS,U1,MTX,U1,Unk,U1,S,nc,nong,D,,,,U1,Unk,0,,,0,,,60.15,,,Yes
EU28,CON,62C0,Ponto-Sarmatic steppes,Y,11500,Unk,,,,,,,,,2GD,XX,2GD,FV,2GD,XX,2GD,U1,MTX,U1,S,U1,S,nc,nc,D,,,,U1,,,,,,,,,,,Yes
EU28,STE,62C0,Ponto-Sarmatic steppes,Y,7000,S,,,,,,I,,,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,U1,Unk,nong,nong,A=,,,,U1,S,,,,,,,,,,Yes
EU28,BLS,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",N,500,I,500,aeq,,,,I,,,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,U1,D,nong,nong,A=,,,,U1,S,,,,,,,,,,Yes
EU28,PAN,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",N,41732.85,S,41732.85,aeq,96,86,106,D,105,lt,1,FV,1,U1,1,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,D,57,,,29,,,10,,,Yes
EU28,STE,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",N,400,S,400,aeq,,,,S,,,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,FV,S,nc,nc,A=,,,,FV,S,,,,,,,,,,Yes
EU28,MED,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",N,183900,D,,,,,,,,,2GD,U1,2GD,U1,0EQ,U1,2GD,XX,MTX,U1,D,U1,Unk,nc,nong,C,,,,U1,D,,,,,,,,,,Yes
EU28,ALP,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",N,172472.15,I,178632.15,lt,,196.15,336.79,,,,1,U1,2XA,U1,2XA,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,Unk,,58,130,,18,90,,120,155,Yes
EU28,ATL,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",N,388664.9,S,392281.6,lt,943.67,,,,,,1,FV,2XA,U2,2XA,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,,,,,,,,,,,Yes
EU28,BOR,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",N,451758,S,451838,lt,258.89,249,268.77,,,,0EQ,FV,2XA,U2,2XA,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,,,,,116,,,19.79,,,Yes
EU28,CON,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",N,,,,,,1251.65,1301.58,,,,2XA,U1,2XA,U1,2XA,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,D,,193,320,,168,292,,751,761,Yes
EU28,BLS,7220,Petrifying springs with tufa formation (Cratoneurion),Y,300,S,300,aeq,,,,S,,,0MS,FV,0MS,FV,0MS,XX,0MS,U1,MTX,U1,S,U1,S,nc,nc,D,,,,U1,,,,,,,,,,,Yes
EU28,ALP,7220,Petrifying springs with tufa formation (Cratoneurion),Y,92073.02,I,93923,lt,,,,S,,mt,1,U1,2GD,XX,2GD,XX,2GD,U1,MTX,U1,I,U1,D,nc,nong,B1,,,,U1,S,,,,,,,,,,Yes
EU28,CON,7220,Petrifying springs with tufa formation (Cratoneurion),Y,184895,S,185455,lt,,,,S,,mt,1,FV,2GD,U1,2GD,U1,2GD,U1,MTX,U1,D,U1,D,nc,nc,C,,,,U1,D,,,,,,,,,,Yes
EU28,PAN,7220,Petrifying springs with tufa formation (Cratoneurion),Y,2239,S,2239,aeq,0.01,,,S,,mt,0MS,FV,0MS,U1,0MS,FV,0MS,U1,MTX,U1,S,U1,I,nc,nong,D,good,poor,poor,U1,S,0.01,,,0,,,,,,Yes
EU28,MED,7220,Petrifying springs with tufa formation (Cratoneurion),Y,,Unk,,x,,,,D,,x,2GD,XX,2GD,U1,2GD,U1,2GD,XX,MTX,U1,Unk,U2,D,nong,nong,D,,,,U2,Unk,,,,,,,,,,Yes
EU28,BOR,7220,Petrifying springs with tufa formation (Cratoneurion),Y,135218,S,,aeq,3.62,3.43,3.82,S,3.68,mt,0EQ,FV,1,U1,1,U1,2XA,XX,MTX,U1,S,U1,Unk,nc,nong,D,,,,U1,S,1.33,1.26,1.41,0.39,0.37,0.41,1.91,,,Yes
EU28,ATL,7220,Petrifying springs with tufa formation (Cratoneurion),Y,104700.39,S,104700.39,aeq,,,,D,,x,1,FV,2GD,XX,2GD,U2,2GD,U2,MTX,U2,D,U2,S,nc,gen,C,,,,U2,D,,,,,,,,,,Yes
EU28,BOR,8120,Calcareous and calcshist screes of the montane to alpine levels (Thlaspietea rotundifolii),N,4200,S,4200,aeq,0.01,0.01,0.01,S,0.01,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,FV,S,nc,nc,A=,,,,FV,S,0.01,0.01,0.01,0,0,0,0,0,0,Yes
EU28,ATL,8120,Calcareous and calcshist screes of the montane to alpine levels (Thlaspietea rotundifolii),N,9275,S,9275,aeq,7.05,,,S,7.05,aeq,0EQ,FV,0EQ,FV,1,U2,2XA,U2,MTX,U2,S,U2,I,nc,gen,D,,,,U2,S,3.75,3.3,4.21,2.73,2.68,2.77,0.57,0.44,0.7,Yes
EU28,MED,8120,Calcareous and calcshist screes of the montane to alpine levels (Thlaspietea rotundifolii),N,23000,I,23000,aeq,,,,D,242,aeq,2GD,FV,2GD,U1,2GD,FV,2GD,FV,MTX,U1,S,FV,S,nong,nc,D,,,,FV,Unk,78,77,79,1,1,1,158,21,295,Yes
EU28,CON,8120,Calcareous and calcshist screes of the montane to alpine levels (Thlaspietea rotundifolii),N,16600,I,17060,lt,1911,1906,1915,S,,x,1,FV,2GD,U1,2GD,FV,2GD,FV,MTX,U1,S,FV,,nong,nong,D,,,,FV,S,,,,,,,,,,Yes
EU28,ALP,8120,Calcareous and calcshist screes of the montane to alpine levels (Thlaspietea rotundifolii),N,184011,I,185212,lt,,,,D,,aeq,1,FV,2GD,U1,2GD,XX,2GD,FV,MTX,U1,S,FV,S,nong,nc,D,,,,FV,S,5720,5092,6348,227,1.04,452,1647,,,Yes
EU28,ALP,8160,Medio-European calcareous scree of hill and montane levels,Y,46925,S,46925,aeq,1564,1537,1567,S,1564,aeq,0EQ,FV,2GD,FV,2GD,FV,2GD,FV,MTX,FV,S,FV,S,nc,nc,A=,,,,FV,S,1120,1036,1363,13.66,0.13,27.2,228,228,228,Yes
EU28,ATL,8160,Medio-European calcareous scree of hill and montane levels,Y,3700,S,3700,aeq,0.75,0.5,1,D,0.76,lt,0MS,FV,0MS,U1,0MS,U2,0MS,U2,MTX,U2,D,U2,S,nc,gen,C,,,,U2,D,0.25,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,Yes
EU28,PAN,8160,Medio-European calcareous scree of hill and montane levels,Y,1155,Unk,1155,aeq,0.05,,,S,0.05,aeq,0EQ,FV,0EQ,FV,0EQ,FV,2XA,FV,MTX,FV,S,FV,S,nc,nc,A=,,,,FV,Unk,0.01,0.01,0.01,,,,0.04,0.04,0.04,Yes
EU28,CON,8160,Medio-European calcareous scree of hill and montane levels,Y,77387,S,77387,aeq,1421,1418,1424,S,1421,aeq,2GD,FV,2GD,FV,2GD,FV,2GD,FV,MTX,FV,S,U1,D,nong,nong,A=,,,,U1,S,1112,911,1313,0.42,0.3,0.53,51,0.53,101,Yes
EU28,CON,9170,Galio-Carpinetum oak-hornbeam forests,N,686980,S,686980,mt,,,,S,,,1,U1,2GD,FV,2GD,U2,2GD,U1,MTX,U2,D,U1,I,nong,nong,C,poor,good,bad,U1,S,,,,,,,,,,Yes
EU28,PAN,9170,Galio-Carpinetum oak-hornbeam forests,N,3900,S,3900,aeq,6.99,,,S,6.99,aeq,0MS,FV,0MS,FV,0MS,U1,0MS,U1,MTX,U1,S,U2,S,nong,nc,D,good,good,poor,U2,S,4.32,4.32,4.32,1.12,1.12,1.12,1.56,1.56,1.56,Yes
EU28,ATL,9170,Galio-Carpinetum oak-hornbeam forests,N,3653,S,3653,aeq,9.48,9.15,9.82,D,,,0MS,FV,0MS,U1,0MS,U2,0MS,U2,MTX,U2,D,U2,S,nc,gen,C,,,,U2,Unk,3.51,3.51,3.51,4.8,4.8,4.8,1.12,1.12,1.12,Yes
EU28,BLS,9170,Galio-Carpinetum oak-hornbeam forests,N,500,S,500,aeq,0.57,,,S,0.57,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,U1,MTX,U1,I,FV,Unk,nong,nong,B2,good,good,good,FV,S,0.57,0.57,0.57,,,,,,,Yes
EU28,ALP,9170,Galio-Carpinetum oak-hornbeam forests,N,92700,S,92700,aeq,,,,,,,1,FV,2XR,FV,2XR,FV,2XR,U1,MTX,U1,I,U1,S,nc,nong,B1,,,,U1,,,,,,,,,,,Yes
EU28,ATL,91C0,Caledonian forest,Y,36127,S,36127,aeq,802.94,,,S,883.23,aeq,0MS,FV,0MS,U1,0MS,U2,0MS,U2,MTX,U2,S,U2,D,nc,gen,D,good,poor,bad,U2,Unk,,,,,,,,,,Yes
EU28,ALP,91Q0,Western Carpathian calcicolous Pinus sylvestris forests,N,11489.3,S,,aeq,30.78,30.78,30.78,I,,aeq,0EQ,FV,0EQ,FV,2XA,XX,0EQ,FV,MTX,FV,S,FV,S,,,A=,good,good,good,FV,Unk,,,,,,,,,,Yes
EU28,MED,9350,Quercus macrolepis forests,N,2651,S,2651,mt,297,296,298,S,297,aeq,1,FV,1,FV,1,FV,2XA,FV,MTX,FV,S,U1,S,nong,nc,A=,,,,U2,S,267,267,267,,,,30,30,30,Yes
EU28,MED,9380,Forests of Ilex aquifolium,N,28700,I,28700,aeq,94,83,105,Unk,94,aeq,2GD,U1,2GD,XX,2GD,U1,2GD,U1,MTX,U1,Unk,U2,D,nong,nong,D,,,,U2,Unk,51,49,53,16,16,16,36,36,36,Yes
EU28,ATL,9380,Forests of Ilex aquifolium,N,21000,S,21000,aeq,29,29,29,S,29,aeq,0EQ,FV,0EQ,FV,0EQ,U1,2GD,FV,MTX,U1,S,U1,D,nc,nong,D,,,,U1,S,14,7.39,20,7.17,1.9,12,13.01,6.27,19.75,Yes
EU28,CON,9510,Southern Apennine Abies alba forests,Y,800,Unk,,mt,37.56,,,Unk,,x,0MS,U1,0MS,U2,0MS,XX,0MS,XX,MTX,U2,Unk,,,nong,nong,D,unknown,unknown,unknown,,Unk,,36.8,36.8,,0.76,0.76,,,,Yes
EU28,ALP,9510,Southern Apennine Abies alba forests,Y,1300,D,,mt,,6.56,7.16,S,,aeq,0MS,U1,0MS,FV,0MS,U1,0MS,U1,MTX,U1,D,U1,Unk,nc,nong,C,poor,good,poor,U1,S,,6.56,6.56,,,,,,,Yes
EU28,MED,9510,Southern Apennine Abies alba forests,Y,3700,S,,aeq,,35.6,41.12,Unk,,mt,0MS,U1,0MS,U1,0MS,U1,0MS,XX,MTX,U1,S,U1,D,nc,nc,D,unknown,poor,unknown,U1,Unk,,30.23,30.23,,0.76,0.76,,,,Yes
EU28,BOR,1210,Annual vegetation of drift lines,N,59120,S,59120,aeq,16.83,15.64,18.02,S,16.83,mt,0EQ,FV,1,FV,2XA,U1,2XA,U1,MTX,U1,S,U1,S,nc,nc,D,good,good,poor,U1,Unk,3.51,2.5,4.53,0.13,0.12,0.15,13.26,13.26,13.26,Yes
EU28,CON,1210,Annual vegetation of drift lines,N,33083,I,33083,aeq,20.04,12.05,28.03,D,20.04,mt,0EQ,FV,1,U1,2XA,U1,2XA,U1,MTX,U1,D,U1,S,nc,nong,C,good,poor,poor,U1,D,7.64,7.28,7.99,1.8,1.57,2.03,2.5,2.13,2.87,Yes
EU28,ATL,1210,Annual vegetation of drift lines,N,66694.24,S,66694.24,mt,6.66,6.44,6.87,Unk,6.66,mt,1,U1,1,U1,2XA,U2,2XA,U2,MTX,U2,Unk,U1,Unk,nong,nc,D,poor,poor,bad,U1,Unk,2.29,1.99,2.59,1.18,0.88,1.48,3.46,2.99,3.92,Yes
EU28,MED,1210,Annual vegetation of drift lines,N,82157.1,S,82157.1,mt,99.32,48.3,150.35,D,99.32,mt,1,FV,2GD,U1,2GD,U1,2GD,U1,MTX,U1,D,U1,S,nc,nong,C,good,poor,poor,U1,D,,,,,,,,,,Yes
EU28,BLS,1210,Annual vegetation of drift lines,N,6000,S,6000,aeq,4.53,4.28,4.78,S,4.53,aeq,0EQ,FV,0EQ,FV,2XA,XX,0EQ,U1,MTX,U1,S,U1,D,nc,nong,D,good,good,unknown,U1,S,2.4,2.3,2.5,0.35,0.2,0.5,1.78,1.78,1.78,Yes
EU28,MAC,1210,Annual vegetation of drift lines,N,4304,D,4304,mt,30.03,10.03,40.03,D,30.05,mt,1,U1,0EQ,U2,2XA,U1,2XA,U2,MTX,U2,D,U1,Unk,gen,gen,C,poor,bad,poor,U1,D,5.5,1,10,15,10,20,15.02,10.02,20.02,Yes
EU28,MED,1510,Mediterranean salt steppes (Limonietalia),Y,97003,Unk,97003,x,,,,Unk,,,1,XX,2GD,XX,2GD,U2,2GD,U2,MTX,U2,Unk,U2,Unk,nc,nc,D,unknown,unknown,bad,U2,Unk,,,,,,,,,,Yes
EU28,MED,3120,"Oligotrophic waters containing very few minerals generally on sandy soils of the West Mediterranean, with Isoetes spp.",N,25200,,,,,,,,,,2GD,U2,2GD,U1,2GD,U2,2GD,U2,MTX,U2,D,U1,S,gen,nong,C,,,,U1,,,,,,,,,,,Yes
EU28,ATL,3120,"Oligotrophic waters containing very few minerals generally on sandy soils of the West Mediterranean, with Isoetes spp.",N,1000,S,1000,mt,,,,S,,mmt,0MS,U1,0MS,U2,0MS,U2,0MS,U2,MTX,U2,S,U2,D,nc,nong,D,,,,U2,Unk,,,,,,,,,,Yes
EU28,ALP,3130,Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or of the Isoëto-Nanojuncetea,N,122709.75,D,122709.75,mt,2095.19,2049.57,2140.82,S,2095.19,aeq,1,U1,1,FV,2XA,FV,2XA,FV,MTX,U1,S,FV,S,nong,nc,D,,,,FV,,1836.11,1833.61,1838.62,185.16,182.16,185.16,64.6,60.09,69.11,Yes
