featuretype,country,region,featurecode,featurename,measures_needed,measures_status,measures_purpose,measures_location,measures_response,measures_info,use_for_statistics
species,FR,ATL,1864,Narcissus bulbocodium,No,,,,,,Yes
species,FR,ATL,1900,Spiranthes aestivalis,No,,,,,,Yes
species,FR,ATL,6929,Hyla molleri,No,,,,,,Yes
species,FR,CON,1213,Rana temporaria,No,,,,,,Yes
species,FR,CON,1318,Myotis dasycneme,No,,,,,"Pas de mesures prévues, l'espèce étant considérée comme disparue. Elle n'est incluse dans aucun site N2000. ",Yes
species,FR,CON,1361,Lynx lynx,Yes,notIdent,increase,inOut,medTerm,,Yes
species,FR,CON,1849,Ruscus aculeatus,No,,,,,,Yes
species,FR,CON,6963,Cobitis taenia Complex,No,,,,,,Yes
species,FR,MATL,1223,Dermochelys coriacea,No,,,,,,Yes
species,FR,MATL,1348,Eubalaena glacialis,No,,,,,,No
species,FR,MATL,2032,Lagenorhynchus albirostris,No,,,,,,Yes
species,FR,MED,1050,Saga pedo,No,,,,,,Yes
species,FR,MED,1054,Papilio alexanor,No,,,,,,Yes
species,FR,MED,1076,Proserpinus proserpina,No,,,,,,Yes
species,FR,MED,1220,Emys orbicularis,No,,maintain,out,medTerm,,Yes
species,FR,MED,1317,Pipistrellus nathusii,No,,,,,,Yes
species,FR,MED,1320,Myotis brandtii,No,,,,,,No
species,FR,MED,1324,Myotis myotis,Yes,taken,maintain,inOut,medTerm,,Yes
species,FR,MED,1327,Eptesicus serotinus,No,,,,,,Yes
species,FR,MED,5670,Hierophis viridiflavus,No,,,,,,Yes
species,FR,MED,6199,Euplagia quadripunctaria,Yes,taken,maintain,in,medTerm,,Yes
species,FR,MED,6217,Herniaria litardierei,No,,,,,,Yes
species,FR,MED,6985,Vandenboschia speciosa,Yes,ident,maintain,inOut,lonTerm,,Yes
species,GR,MED,1033,Unio elongatulus,No,,,,,,Yes
species,GR,MED,1085,Buprestis splendens,Yes,notIdent,,,,,Yes
species,GR,MED,1130,Aspius aspius,No,,,,,,Yes
species,GR,MED,1320,Myotis brandtii,No,,,,,,Yes
species,GR,MED,1333,Tadarida teniotis,No,,,,,,Yes
species,GR,MED,1482,Paeonia parnassica,No,,,,,,Yes
species,GR,MED,5009,Pipistrellus pygmaeus,No,,,,,,Yes
species,GR,MED,5253,Pipistrellus hanaki,No,,,,,,Yes
species,GR,MED,5279,Pelasgus thesproticus,No,,,,,,Yes
species,GR,MED,5309,Cobitis vardarensis,No,,,,,,Yes
species,GR,MED,5376,Podarcis levendis,No,,,,,,Yes
species,GR,MED,6291,Pelasgus laconicus,Yes,ident,,,,,Yes
species,GR,MED,6937,Podarcis gaigeae,No,,,,,,Yes
species,GR,MMED,1101,Acipenser sturio,No,,,,,,Yes
species,GR,MMED,1345,Megaptera novaeangliae,No,,,,,,No
species,GR,MMED,1366,Monachus monachus,Yes,ident,,,,Measures partly taken.,Yes
species,GR,MMED,2034,Stenella coeruleoalba,No,,,,,,Yes
species,GR,MMED,2621,Balaenoptera physalus,No,,,,,,Yes
species,HR,ALP,1026,Helix pomatia,No,,,,,,Yes
species,HR,ALP,1074,Eriogaster catax,No,,,,,,Yes
species,HR,ALP,1083,Lucanus cervus,Yes,ident,,,,"Conservation objectives and conservation measures for Natura 2000 target species are included in Forestry management plans together with activities for reaching conservation objectives and thus Forestry management plans are considered Natura2000 management plans. However, as there is no systematic monitoring, there is no adequate data to what extent are these measures really contributing to the species conservation status.",Yes
species,HR,ALP,1243,Algyroides nigropunctatus,No,,,,,,No
species,HR,ALP,1295,Vipera ammodytes,Yes,ident,,,,,Yes
species,HR,ALP,1312,Nyctalus noctula,No,,,,,,Yes
species,HR,ALP,1342,Dryomys nitedula,Yes,ident,,,,,Yes
species,HR,ALP,1354,Ursus arctos,Yes,ident,,,,Potrebno izgraditi više zelenih mostova preko prometnica.,Yes
species,HR,ALP,1473,Aquilegia kitaibelii,No,,,,,,Yes
species,HR,ALP,1547,Genista holopetala,Yes,ident,,,,,Yes
species,HR,ALP,1902,Cypripedium calceolus,Yes,ident,,,,,Yes
species,HR,ALP,5009,Pipistrellus pygmaeus,No,,,,,,Yes
species,HR,ALP,5085,Barbus barbus,Yes,ident,,,lonTerm,,Yes
species,HR,ALP,5670,Hierophis viridiflavus,Yes,ident,,,,,No
species,HR,ALP,6895,Delminichthys krbavensis,Yes,ident,,,,,Yes
species,HR,CON,1042,Leucorrhinia pectoralis,No,,,,,,Yes
species,HR,CON,1058,Maculinea arion,Yes,ident,,,,,Yes
species,HR,CON,1091,Astacus astacus,Yes,ident,,,,"Measures for conservation of the species are included in watermanagement planing documents both inside and outside Natura2000 network. However, as there is no systematic monitoring, there is no adequate data to what extent are these measures really incorporated in watermanagement activities.",Yes
species,HR,CON,1256,Podarcis muralis,No,,,,,,Yes
species,HR,CON,1308,Barbastella barbastellus,Yes,ident,,,,,Yes
species,HR,CON,2093,Pulsatilla grandis,Yes,ident,,,,,Yes
species,HR,CON,5197,Sabanejewia balcanica,Yes,ident,,,,,Yes
species,HR,CON,6966,Osmoderma eremita Complex,Yes,ident,,,,"Conservation objectives and conservation measures for Natura 2000 target species are included in Forestry management plans together with activities for reaching conservation objectives and thus Forestry management plans are considered Natura2000 management plans. However, as there is no systematic monitoring, there is no adequate data to what extent are these measures really contributing to the species conservation status.",Yes
species,HR,MED,1091,Astacus astacus,No,,,,,,No
species,HR,MED,1107,Salmo marmoratus,Yes,ident,,,lonTerm,,Yes
species,HR,MED,1152,Aphanius fasciatus,Yes,ident,,,lonTerm,,Yes
species,HR,MED,1193,Bombina variegata,Yes,ident,,,,"Conservation measures are included in water management planning documents. However, as there is no systematic monitoring, there is no data to what extent are these measures really incorporated in water management activities and the system for evaluation of effectiveness of those measures is lacking.",Yes
species,HR,MED,1306,Rhinolophus blasii,Yes,ident,,,,,Yes
species,HR,MED,1361,Lynx lynx,Yes,ident,,,,,No
species,HR,MED,4045,Coenagrion ornatum,No,,,,,,Yes
species,HR,MED,4046,Cordulegaster heros,No,,,,,,Yes
species,HR,MED,5365,Hypsugo savii,Yes,ident,,,,,Yes
species,HR,MED,5377,Carabus (variolosus) nodulosus,No,,,,,,Yes
species,HU,PAN,1032,Unio crassus,Yes,ident,,,medTerm,,Yes
species,HU,PAN,1050,Saga pedo,No,,,,,,Yes
species,HU,PAN,1056,Parnassius mnemosyne,No,,,,,,Yes
species,HU,PAN,1076,Proserpinus proserpina,No,,,,,,Yes
species,HU,PAN,1317,Pipistrellus nathusii,No,,,,,,Yes
species,HU,PAN,1326,Plecotus auritus,No,,,,,,Yes
species,HU,PAN,1327,Eptesicus serotinus,No,,,,,,Yes
species,HU,PAN,1428,Marsilea quadrifolia,Yes,taken,increase,in,medTerm,,Yes
species,HU,PAN,2633,Mustela eversmanii,Yes,notIdent,,,lonTerm,,Yes
species,HU,PAN,4020,Pilemia tigrina,Yes,ident,,,medTerm,,Yes
species,HU,PAN,4075,Dianthus lumnitzeri,Yes,taken,maintain,inOut,medTerm,,Yes
species,HU,PAN,4123,Eudontomyzon danfordi,Yes,ident,,,medTerm,,Yes
species,HU,PAN,6908,Morimus asper funereus,Yes,taken,increase,inOut,medTerm,,Yes
species,HU,PAN,6966,Osmoderma eremita Complex,Yes,taken,increase,inOut,lonTerm,,Yes
species,IE,ATL,1065,Euphydryas aurinia,Yes,ident,,,,"The Marsh Fritillary requires a network of sites that are close together to support its long-term survival in an area. The management of these networks requires a landscape approach as sites require light, extensive management. Management is most effective by grazing as it creates the correct sward structure that the species needs. Mowing, for example, creates a uniform structure in the vegetation such that colonies do not persist. Management of individual sites is best achieved through some sort of results-based payment system based on simple, easily measurable parameters.
The Co-operation Across Borders for Biodiversity (CABB) project, supported by the European Union’s INTERREG VA Programme, will deliver measures to improve habitat quality for this species.",Yes
species,IE,ATL,1326,Plecotus auritus,No,,,,,,Yes
species,IE,ATL,1334,Lepus timidus,No,,,,,,Yes
species,IE,MATL,2034,Stenella coeruleoalba,No,,,,,,Yes
species,IT,ALP,1026,Helix pomatia,No,,,,,,Yes
species,IT,ALP,1067,Lopinga achine,No,,,,,,Yes
species,IT,ALP,1114,Rutilus pigus,Yes,taken,maintain,inOut,medTerm,LIFE15/NAT/IT/000823 IdroLIFE - Conservation and management of freshwater fauna of EU interest within the ecological corridors of Verbano-Cusio-Ossola,Yes
species,IT,ALP,1320,Myotis brandtii,No,,,,,,Yes
species,IT,ALP,1387,Orthotrichum rogeri,Yes,ident,,,,,Yes
species,IT,ALP,1629,Primula glaucescens,Yes,ident,,,,,Yes
species,IT,ALP,2097,Paeonia officinalis subsp. banatica,Yes,notIdent,,,,,No
species,IT,ALP,6211,Speleomantes strinatii,Yes,taken,expand,in,medTerm,,Yes
species,IT,CON,1060,Lycaena dispar,Yes,ident,,,,,Yes
species,IT,CON,1087,Rosalia alpina,Yes,taken,increase,inOut,srtTerm,,Yes
species,IT,CON,1100,Acipenser naccarii,Yes,taken,expand,inOut,medTerm,"LIFE11 NAT/11/188 ConFluPo - Restoring connectivity in Po river basin opening migratory route for Acipenser naccarii and 10 fish species in Annex II

LIFE15 NAT/IT/000989 Ticino BioSource - Enhancing Biodiversity by Restoring Source Areas for Priority and Other Species of Community Interest in Ticino Park",Yes
species,IT,CON,1109,Thymallus thymallus,Yes,taken,maintain,in,medTerm,,Yes
species,IT,CON,1140,Chondrostoma soetta,Yes,taken,expand,inOut,medTerm,LIFE11 NAT/11/188 ConFluPo - Restoring connectivity in Po river basin opening migratory route for Acipenser naccarii and 10 fish species in Annex II,Yes
species,IT,CON,1243,Algyroides nigropunctatus,No,,,,,,Yes
species,IT,CON,1256,Podarcis muralis,No,,,,,,Yes
species,IT,CON,1295,Vipera ammodytes,No,,,,,,Yes
species,IT,CON,1369,Rupicapra rupicapra,No,,,,,,No
species,IT,CON,1400,Leucobryum glaucum,No,,,,,,Yes
species,IT,CON,1409,Sphagnum spp.,Yes,notIdent,,,,,Yes
species,IT,CON,1498,Brassica glabrescens,Yes,taken,maintain,in,medTerm,,Yes
species,IT,CON,2097,Paeonia officinalis subsp. banatica,Yes,notIdent,,,,,Yes
species,IT,CON,5304,Cobitis bilineata,Yes,taken,maintain,inOut,medTerm,"LIFE15 NAT/IT/000989 Ticino BioSource - Enhancing Biodiversity by Restoring Source Areas for Priority and Other Species of Community Interest in Ticino Park
LIFE11 NAT/11/188 ConFluPo - Restoring connectivity in Po river basin opening migratory route for Acipenser naccarii and 10 fish species in Annex II",Yes
species,IT,MED,1058,Maculinea arion,No,,,,,,Yes
species,IT,MED,1244,Podarcis waglerianus,No,,,,,,Yes
species,IT,MED,1279,Elaphe quatuorlineata,Yes,taken,maintain,in,medTerm,,Yes
species,IT,MED,1302,Rhinolophus mehelyi,Yes,taken,increase,inOut,lonTerm,,Yes
species,IT,MED,1354,Ursus arctos,Yes,taken,increase,inOut,medTerm,,Yes
species,IT,MED,1428,Marsilea quadrifolia,Yes,notIdent,,,,,Yes
species,IT,MED,1643,Limonium strictissimum,Yes,taken,maintain,in,lonTerm,The only italian population was included in Natura 2000 network.,Yes
species,IT,MED,1674,Anchusa crispa,Yes,taken,maintain,in,medTerm,The main populations were included in Natura 2000 network; seedlots  collected in several population were stored at BGSAR,Yes
species,IT,MED,5097,Barbus tyberinus,Yes,taken,maintain,in,medTerm,,Yes
species,IT,MED,6208,Speleomantes supramontis,Yes,ident,,,,,Yes
species,IT,MED,7004,Ionopsidium savianum,Yes,taken,maintain,in,medTerm,,Yes
species,IT,MMED,1008,Centrostephanus longispinus,No,,,,,,Yes
species,IT,MMED,2027,Orcinus orca,No,,,,,,No
species,LT,BOR,1014,Vertigo angustior,Yes,ident,,,,,Yes
species,LT,BOR,1038,Leucorrhinia albifrons,No,,,,,,Yes
species,LT,BOR,1076,Proserpinus proserpina,No,,,,,,Yes
species,LT,BOR,1130,Aspius aspius,Yes,ident,,,,,Yes
species,LT,BOR,1326,Plecotus auritus,No,,,,,,Yes
species,LT,BOR,1327,Eptesicus serotinus,No,,,,,,Yes
species,LT,BOR,1419,Botrychium simplex,Yes,taken,increase,in,medTerm,,Yes
species,LT,BOR,2216,Linaria loeselii,Yes,taken,maintain,in,srtTerm,,Yes
species,LU,CON,1166,Triturus cristatus,Yes,taken,restore,inOut,medTerm,Adaptations of farmland activities are undertaken in the frame of agri-environmental measures and biodiversity contracts. Nature conservation organisations are actively targeting the species in habitat restauration and management.,Yes
species,LU,CON,6976,Pelophylax esculentus,No,,,,,,Yes
species,LV,BOR,1016,Vertigo moulinsiana,No,,,,,,Yes
species,LV,BOR,1188,Bombina bombina,Yes,taken,restore,in,medTerm,,Yes
species,LV,BOR,1341,Muscardinus avellanarius,No,,,,,,Yes
species,LV,BOR,1355,Lutra lutra,No,,,,,,Yes
species,LV,BOR,1409,Sphagnum spp.,No,,,,,,Yes
species,LV,BOR,1528,Saxifraga hirculus,Yes,taken,maintain,in,medTerm,,Yes
species,LV,BOR,1833,Najas flexilis,Yes,taken,maintain,inOut,lonTerm,There is necessary to better prevent antropogenic pressure to lakes where species occur,Yes
species,LV,BOR,1902,Cypripedium calceolus,Yes,taken,maintain,in,medTerm,"Species habitat management is indicated, but rarely implemented. More information about abiotic factors affecting the species popultion is necessary",Yes
species,LV,BOR,6216,Hamatocaulis vernicosus,Yes,taken,maintain,inOut,medTerm,,Yes
species,MT,MED,1152,Aphanius fasciatus,Yes,taken,increase,in,medTerm,"The effective management of all the sites under the Natura 2000 management plans has ensured the maintenance of the conservation status of the species in the period under review. The quality of the habitat of Aphanius fasciatus is good in the larger two sites where the species is found (l-G?adira and is-Simar), but it is not good in the other two smaller sites (is-Salini and il-Mag?luq ta’ Marsaskala). 

Measures taken at il-Mag?luq ta’ Marsaskala, where the condition of the coastal lagoon is reported as not good, are actually showing an improvement in the habitat. These include the control of public access through the replacement of the fence surrounding the site, the installation of two new gates, the installation of CCTV cameras, and a patrolling schedule to reduce illegalities. Signs prohibiting dumping and littering were also installed on site. Furthermore, a rat control programme was initiated in 2018 to decrease the rat population, attracted to the accumulated dumping and litter on site. Efforts were also made to decrease the population of feral ducks and invasive species such as Arundo donax on site, to make way for other species such as Juncus maritimus, which provide the right ambient conditions for the reproduction and feeding of A. fasciatus. On the other hand, although no improvement was observed yet at is-Salini, an agreement was reached between the Government of Malta and BirdLife Malta to manage the site. In view of this, improvement in the habitat at this location is expected during the next reporting cycle.

In 2015, Nature Trust Malta and the Malta Aquaculture Research Centre within the Department of Fisheries and Aquaculture, supported by the Bank of Valletta, the Ministry for Sustainable Development, the Environment and Climate Change (MSDEC) and the Malta Environment and Planning Authority (MEPA) launched the Killifish Conservation Project (Times of Malta, 2015). The primary objectives of this project are to raise awareness, and educate the public about the importance of preserving the species and its habitat. The project also includes a captive-breeding program, securing a viable population of the species in captivity. Between 2015 and 2016, a small number of specimens were taken from il-Mag?luq ta’ Marsaskala, is-Salini and l-G?adira populations, with those taken from the former two sites being bred mainly for gene pool preservation and possibly research, with the extra stock kept for future release into the wild. On the other hand, the specimens taken from l-G?adira, which is a mixed population from two different gene pools, are being bred at the Malta Aquaculture Research Centre in biotope aquaria for educational purposes.

In 2018, the species was also declared as a National Species by the Environment and Resources Authority (ERA) to compliment current flagship species for Malta’s biodiversity. The new Species Protection Regulations (S.L. 549.120) under which A. fasciatus was declared as a National Species strengthen its level of legal protection by increasing the penalties for contraventions against such National Species, hence are expected to assist in the improvement of its conservation status in the longer term.",Yes
species,MT,MED,4010,Armadillidium ghardalamensis,Yes,ident,,,medTerm,"Although G?ar Dalam itself is open to the public in view of the abundance of Quaternary fossils, Armadillidium ghardalamensis occurs at a depth of 100m from the entrance; this part of the cave  is not open to the public. Measures have been taken, such that artificial light has been reduced in the inner parts of the cave in order to further safeguard this troglobitic species (restricted to caves).",Yes
species,MT,MED,4061,Lampedusa melitensis,Yes,ident,,,lonTerm,,Yes
species,MT,MMED,1350,Delphinus delphis,No,,,,,"Field 9.1 is marked as ‘No’ in view that measures in this section need to be listed only for those species listed in Annex II of the Habitats Directive, for which protected sites have to be designated and conservation measures established.

This species is listed only in Annex IV of the Habitats Directive, meaning that Member States are required to establish a system of strict protection. This is reflected in national law (S.L. 549.44), which also lists prohibitions in line with those in the Directive. 

Besides this,  being a small cetacean, the species, is also expected to benefit from the measures for the conservation of Tursiops truncatus.",Yes
species,NL,ATL,1061,Maculinea nausithous,Yes,ident,,,medTerm,Connection of the two delineated parts of N2000 Roerdal is needed to create a metapopulation. This is only possible by integrating a stream valley in neighbouring Germany.,Yes
species,NL,ATL,1086,Cucujus cinnaberinus,No,,,,,,No
species,NL,ATL,1203,Hyla arborea,No,,,,,,Yes
